application_id,company_name,original_filename,outcome_label,paid_flag,not_paid_flag,defaulted_flag,industry,requested_loan,company_age_months,directors_score,director_defaults_12m,director_defaults_36m,director_ccj_count,director_ccj_value,business_ccj,Total Revenue,Monthly Average Revenue,Total Expenses,Net Income,Total Debt,Debt-to-Income Ratio,Operating Margin,Debt Service Coverage Ratio,Gross Burn Rate,Cash Flow Volatility,Revenue Growth Rate,Average Month-End Balance,Average Negative Balance Days per Month,Number of Bounced Payments,mca_rule_score,mca_rule_decision,subprime_score,subprime_tier,final_decision
101786,Ft Fitness Ltd,FT Fitness LTD.json,unlabelled,False,False,False,Other,10000.0,37,60,4.0,10.0,0.0,0.0,False,548010.34,42154.64,531792.13,16218.21,53360.79,0.097,0.03,8.34,40907.09,0.551,0.04,1000.0,5,0,60,REFER,71.6,Tier 2,DECLINE
101784,R&K Brickwork Ltd,R&K BRICKWORK LTD 2.json,unlabelled,False,False,False,Other,9000.0,49,84,2.0,2.0,0.0,0.0,False,287907.66,22146.74,283839.16,4068.5,10000.0,0.035,0.014,12.37,21833.78,0.5,0.04,1000.0,5,0,60,REFER,73.3,Tier 2,DECLINE
101783,Cetin Barber Beauty Ltd,Cetin barber beauty ltd.json,unlabelled,False,False,False,Other,5000.0,76,86,0.0,0.0,0.0,0.0,False,66277.97,5098.31,35930.21,30347.76,8110.0,0.122,0.458,1.43,2763.86,0.373,-0.03,1167.22,3,0,60,REFER,70.0,Tier 2,DECLINE
101782,Shivay Traders Ltd,shivay traders ltd.json,unlabelled,False,False,False,Other,10000.0,64,81,0.0,0.0,0.0,0.0,False,114463.55,8804.89,150259.19,-35795.64,52195.0,0.456,-0.313,2.84,11558.4,0.431,-0.17,1000.0,4,0,60,REFER,63.4,Tier 2,DECLINE
101781,Wyevalleycatering Ltd,Wyevalleycatering ltd.json,unlabelled,False,False,False,Other,2000.0,53,87,0.0,1.0,1.0,20901.0,False,549629.71,42279.21,583018.63,-33388.92,72290.0,0.132,-0.061,14.89,44847.59,0.29,0.01,1000.0,3,0,100,APPROVE,78.8,Tier 2,APPROVE
101780,Chilli Too Limited,chilli too limited.json,unlabelled,False,False,False,Other,10000.0,18,72,8.0,8.0,0.0,0.0,False,213798.14,35633.02,164133.96,49664.18,0.0,0.0,0.232,4.32,27355.66,0.443,0.19,4138.68,4,0,60,REFER,93.0,Tier 1,SENIOR_REVIEW
101779,Hsids,HSIDS.json,unlabelled,False,False,False,Other,10000.0,25,80,0.0,0.0,0.0,0.0,False,990223.69,76171.05,908314.35,81909.34,16400.0,0.017,0.083,9.38,69870.33,0.239,-0.06,3150.36,0,0,100,APPROVE,88.8,Tier 2,APPROVE
101778,London Kizomba Festival,London Kizomba Festival.json,unlabelled,False,False,False,Other,10000.0,18,89,0.0,0.0,0.0,0.0,False,158802.92,12215.61,212004.45,-53201.53,12516.55,0.079,-0.335,19.45,16308.03,1.3,0.5,1000.0,10,0,30,DECLINE,55.6,Tier 4,DECLINE
101777,Class Barber Sw Ltd,Class barber sw Ltd.json,unlabelled,False,False,False,Other,6000.0,40,86,0.0,0.0,0.0,0.0,False,117255.29,9019.64,98787.64,18467.65,19808.29,0.169,0.157,3.08,7599.05,0.339,0.08,1000.0,3,0,100,APPROVE,85.3,Tier 2,APPROVE
101776,Premium Halal Butcher Uk Ltd,Premium halal butcher UK ltd.json,unlabelled,False,False,False,Other,9000.0,56,79,1.0,1.0,0.0,0.0,False,465629.55,46562.96,463177.93,2451.62,23421.25,0.05,0.005,18.06,46317.79,0.546,-0.23,1000.0,5,0,60,REFER,66.9,Tier 2,DECLINE
101775,Sld Personnel Ltd,SLD Personnel Ltd.json,unlabelled,False,False,False,Other,10000.0,16,79,0.0,0.0,3.0,2283.0,False,5806.75,829.54,29720.89,-23914.14,23668.85,4.076,-1.0,41.57,4245.84,1.515,-0.5,1000.0,10,0,30,DECLINE,40.0,Tier 4,DECLINE
101774,Cds Wholesale Limited,CDS Wholesale Limited.json,unlabelled,False,False,False,Other,10000.0,33,82,0.0,0.0,0.0,0.0,False,30163.65,6032.73,30821.43,-657.78,8817.49,0.292,-0.022,5.83,6164.29,0.57,0.17,1000.0,5,0,60,REFER,76.6,Tier 2,DECLINE
101773,Custom Car Paint Ltd,Custom Car Paint LTD.json,unlabelled,False,False,False,Other,5000.0,18,62,0.0,4.0,0.0,0.0,False,57791.94,5779.19,58842.6,-1050.66,500.0,0.009,-0.018,50.0,5884.26,1.681,0.5,1000.0,10,0,30,DECLINE,56.6,Tier 4,DECLINE
101772,Blackfen Food Ltd,BLACKFEN FOOD LTD.json,unlabelled,False,False,False,Other,10000.0,15,0,0.0,0.0,0.0,0.0,False,117217.46,23443.49,71679.5,45537.96,16959.87,0.145,0.388,2.03,14335.9,0.226,-0.06,4553.8,0,0,100,APPROVE,72.3,Tier 2,DECLINE
101771,Journeyman Barbers Ltd,JOURNEYMAN BARBERS LTD.json,unlabelled,False,False,False,Other,10000.0,25,60,0.0,3.0,0.0,0.0,False,82292.88,6330.22,81074.53,1218.35,6420.0,0.078,0.015,12.03,6236.5,0.548,0.22,1000.0,5,0,60,REFER,75.5,Tier 2,DECLINE
101770,Kahras Keighley Ltd,KAHRAS KEIGHLEY LTD.json,unlabelled,False,False,False,Other,10000.0,44,81,1.0,1.0,0.0,0.0,False,307769.3,23674.56,368128.31,-60359.01,35000.0,0.114,-0.196,50.0,28317.56,0.312,-0.07,1000.0,3,0,100,APPROVE,68.3,Tier 2,APPROVE
101815,Brazilian Cleaning Essential Ltd,Brazilian cleaning essential ltd.json,unlabelled,False,False,False,Other,10000.0,16,70,0.0,0.0,0.0,0.0,False,324953.38,32495.34,325441.59,-488.21,5660.0,0.017,-0.002,34.13,32544.16,0.539,0.03,1000.0,5,0,60,REFER,68.0,Tier 2,DECLINE
101768,Mens Hair London,Mens Hair London.json,unlabelled,False,False,False,Other,4000.0,43,69,0.0,1.0,0.0,0.0,False,41533.2,5191.65,24964.34,16568.86,0.0,0.0,0.399,2.6,3120.54,0.542,-0.05,1035.55,5,0,60,REFER,69.1,Tier 2,DECLINE
101767,The Daisy Patch,The Daisy Patch.json,unlabelled,False,False,False,Other,4000.0,13,73,2.0,8.0,2.0,868.0,False,37513.21,6252.2,36179.7,1333.51,0.0,0.0,0.036,40.95,6029.95,1.109,-0.36,1000.0,10,0,30,DECLINE,54.3,Tier 4,DECLINE
101801,Joao Motorcyles Ltd,Joao motorcyles Ltd.json,unlabelled,False,False,False,Other,10000.0,18,64,0.0,0.0,0.0,0.0,False,110382.62,27595.65,102206.75,8175.87,104.2,0.001,0.074,31.47,25551.69,0.55,0.05,1021.98,5,0,60,REFER,74.9,Tier 2,DECLINE
101765,Diva Hair Studio Ltd,Diva Hair Studio Ltd.json,unlabelled,False,False,False,Other,6000.0,15,87,0.0,0.0,0.0,0.0,False,19032.97,2719.0,19706.47,-673.5,0.0,0.0,-0.035,24.09,2815.21,0.576,0.17,1000.0,5,0,60,REFER,75.6,Tier 2,DECLINE
101764,Witham Pizza Ltd,WItham pizza ltd.json,unlabelled,False,False,False,Other,10000.0,3,66,1.0,3.0,0.0,0.0,False,395086.04,30391.23,479422.95,-84336.91,0.0,0.0,-0.213,9.83,36878.69,0.262,0.0,1000.0,3,0,100,APPROVE,66.0,Tier 2,APPROVE
101763,White Oak Design Studio Ltd,White Oak Design Studio LTD.json,unlabelled,False,False,False,Other,7000.0,45,92,3.0,3.0,0.0,0.0,False,432609.31,36050.78,409893.9,22715.41,16921.89,0.039,0.053,13.25,34157.82,1.17,-0.5,1000.0,10,0,30,DECLINE,58.9,Tier 4,DECLINE
101761,Emp Motors Ltd,EMP MOTORS LTD.json,unlabelled,False,False,False,Other,5000.0,23,90,0.0,0.0,0.0,0.0,False,296177.46,22782.88,287193.35,8984.11,14220.52,0.048,0.03,14.72,22091.8,0.532,0.13,1000.0,5,0,60,REFER,80.1,Tier 2,DECLINE
101762,Ljr Group Services Limited,LJR Group Services Limited.json,unlabelled,False,False,False,Other,10000.0,24,68,2.0,2.0,1.0,273.0,False,29564.3,3695.54,30172.58,-608.28,1348.01,0.046,-0.021,41.45,3771.57,1.364,0.5,1000.0,10,0,30,DECLINE,58.9,Tier 4,DECLINE
101760,Dybo Travel Limited,Dybo Travel Limited.json,unlabelled,False,False,False,Other,10000.0,16,69,3.0,3.0,0.0,0.0,False,51032.16,7290.31,44922.47,6109.69,1000.0,0.02,0.12,13.15,6417.5,1.124,-0.31,1000.0,10,0,30,DECLINE,56.5,Tier 4,DECLINE
101759,Sn Star Services Ltd,SN Star Services Ltd.json,unlabelled,False,False,False,Other,10000.0,29,89,0.0,0.0,0.0,0.0,False,246003.97,30750.5,303817.84,-57813.87,71000.0,0.289,-0.235,13.79,37977.23,0.637,0.42,1000.0,6,0,60,REFER,69.1,Tier 2,DECLINE
101758,Hardman Fitness Ltd,Hardman Fitness LTD.json,unlabelled,False,False,False,Other,2000.0,27,81,0.0,0.0,0.0,0.0,False,49088.55,3776.04,30058.64,19029.91,1577.5,0.032,0.388,2.3,2312.2,0.32,-0.07,1000.0,3,0,100,APPROVE,77.0,Tier 2,APPROVE
101757,Totes Luxe Uk Ltd,Totes Luxe UK LTD.json,unlabelled,False,False,False,Other,10000.0,40,60,0.0,0.0,0.0,0.0,False,634634.81,48818.06,743215.18,-108580.37,229755.44,0.362,-0.171,5.37,57170.4,0.597,0.02,1000.0,5,0,60,REFER,66.0,Tier 2,DECLINE
101756,Risk Enterprise Limited,Risk-Enterprise Limited.json,unlabelled,False,False,False,Other,10000.0,136,86,0.0,0.0,0.0,0.0,False,104752.54,8057.89,56480.54,48272.0,28987.0,0.277,0.461,1.2,4344.66,1.701,0.5,1856.62,10,0,30,DECLINE,55.5,Tier 4,DECLINE
101755,Greenlight Digital,greenlight digital.json,unlabelled,False,False,False,Other,10000.0,18,74,0.0,0.0,0.0,0.0,False,82692.39,11813.2,96399.28,-13706.89,15700.0,0.19,-0.166,39.1,13771.33,0.456,0.25,1000.0,4,0,60,REFER,74.0,Tier 2,DECLINE
101792,Muscle Makers Gym Limited,Muscle makers gym limited app 3.json,unlabelled,False,False,False,Other,6000.0,110,70,3.0,3.0,0.0,0.0,False,138378.7,15375.41,132544.23,5834.47,18539.84,0.134,0.042,5.41,14727.14,0.63,0.05,1000.0,6,0,60,REFER,70.4,Tier 2,DECLINE
101452,Suede Hosting Ltd(1),Suede Hosting Ltd(1).json,unlabelled,False,False,False,Other,5000.0,54,72,0.0,1.0,1.0,10059.0,False,81226.62,6248.2,83656.39,-2429.77,13771.5,0.17,-0.03,8.38,6435.11,1.035,0.3,1000.0,10,0,30,DECLINE,62.2,Tier 4,DECLINE
101579,Zainobu Limited(1),Zainobu Limited(1).json,unlabelled,False,False,False,Other,3000.0,38,61,0.0,0.0,0.0,0.0,False,16325.26,2332.18,15745.04,580.22,0.0,0.0,0.036,28.04,2249.29,0.84,0.2,1000.0,8,0,30,DECLINE,67.4,Tier 3,DECLINE
101526,The Fuel Agency (Uk) Ltd Categorized(1),The Fuel Agency (UK) Ltd_categorized(1).json,unlabelled,False,False,False,Other,10000.0,74,72,2.0,5.0,0.0,0.0,False,1342408.16,103262.17,1326075.39,16332.77,9355.0,0.007,0.012,50.0,102005.8,0.371,0.04,1000.0,3,0,60,REFER,75.0,Tier 2,DECLINE
100124,Verve Gb(1),Verve GB(1).json,unlabelled,False,False,False,Other,6000.0,27,0,0.0,0.0,0.0,0.0,False,626.0,626.0,1748.77,-1122.77,0.0,0.0,-1.0,10.0,1748.77,0.1,0.0,1000.0,3,0,100,APPROVE,45.8,Tier 4,DECLINE
100154,Victory And Joel Ltd (1),Victory and Joel Ltd (1).json,unlabelled,False,False,False,Other,10000.0,86,84,0.0,0.0,0.0,0.0,False,19560.02,6520.01,13497.88,6062.14,450.0,0.023,0.31,6.1,4499.29,0.739,0.5,1010.36,7,0,30,DECLINE,78.0,Tier 3,DECLINE
101624,Vision Et Consilium Ltd(1),Vision ET Consilium Ltd(1).json,unlabelled,False,False,False,Other,10000.0,85,87,0.0,0.0,0.0,0.0,False,171188.87,13168.37,444211.34,-273022.47,34211.0,0.2,-1.0,2.02,34170.1,0.708,-0.12,1000.0,7,0,30,DECLINE,46.5,Tier 3,DECLINE
101525,Voltanic Ltd(1),Voltanic Ltd(1).json,unlabelled,False,False,False,Other,10000.0,39,91,0.0,0.0,0.0,0.0,False,191175.76,14705.83,186009.33,5166.43,0.0,0.0,0.027,15.64,14308.41,1.153,0.5,1000.0,10,0,30,DECLINE,67.6,Tier 4,DECLINE
101462,White Canvas(1),White_canvas(1).json,unlabelled,False,False,False,Other,10000.0,35,91,0.0,0.0,0.0,0.0,False,3535.0,1767.5,6103.39,-2568.39,0.0,0.0,-0.727,10.0,3051.7,1.414,-0.5,1000.0,10,0,30,DECLINE,41.0,Tier 4,DECLINE
101781,Wye Valley Catering(1),Wye Valley Catering(1).json,unlabelled,False,False,False,Other,2000.0,53,87,0.0,1.0,1.0,20901.0,False,557486.33,42883.56,571908.2,-14421.87,72551.0,0.13,-0.026,10.21,43992.94,0.304,0.05,1000.0,3,0,100,APPROVE,77.1,Tier 2,APPROVE
100131,Rosethorn Studio Ltd(1),Rosethorn Studio Ltd(1).json,unlabelled,False,False,False,Other,2000.0,44,48,0.0,0.0,0.0,0.0,False,19.73,9.87,1.65,18.08,0.0,0.0,0.916,1.09,0.82,1.328,0.5,1000.0,10,0,30,DECLINE,39.9,Tier 4,DECLINE
100098,Saint Giovanni De La Mode Ltd(1),SAINT_GIOVANNI_DE_LA_MODE_LTD(1).json,unlabelled,False,False,False,Other,10000.0,95,83,0.0,0.0,1.0,684.0,False,5698.76,2849.38,7649.71,-1950.95,0.0,0.0,-0.342,43.5,3824.85,1.337,-0.5,1000.0,10,0,30,DECLINE,45.3,Tier 4,DECLINE
100391,Scs Facilities Services Ltd(1),SCS Facilities Services Ltd(1).json,unlabelled,False,False,False,Other,2000.0,60,51,4.0,7.0,1.0,886.0,False,79013.25,6077.94,79168.5,-155.25,217.0,0.003,-0.002,50.0,6089.88,0.343,0.17,1000.0,3,0,100,APPROVE,78.3,Tier 2,APPROVE
101458,Smithstrade Ltd(1),Smithstrade Ltd(1).json,unlabelled,False,False,False,Other,10000.0,85,68,0.0,0.0,0.0,0.0,False,5167.76,1291.94,5454.53,-286.77,0.0,0.0,-0.055,10.0,1363.63,0.88,-0.5,1000.0,8,0,30,DECLINE,54.2,Tier 4,DECLINE
100371,T44J Ltd(1),T44J Ltd(1).json,unlabelled,False,False,False,Other,2000.0,38,67,2.0,2.0,0.0,0.0,False,3058.57,611.71,2909.68,148.89,0.0,0.0,0.049,15.38,581.94,0.756,-0.14,1000.0,7,0,30,DECLINE,60.3,Tier 3,DECLINE
101526,The Fuel Agency (Uk) Ltd(1),The Fuel Agency (UK) Ltd(1).json,unlabelled,False,False,False,Other,10000.0,74,72,2.0,5.0,0.0,0.0,False,1342408.16,103262.17,1326075.39,16332.77,9355.0,0.007,0.012,50.0,102005.8,0.371,0.04,1000.0,3,0,60,REFER,75.0,Tier 2,DECLINE
101792,Muscle Makers Gym Limited Categorized Categorized(1),Muscle Makers Gym Limited_categorized_categorized(1).json,unlabelled,False,False,False,Other,6000.0,110,70,3.0,3.0,0.0,0.0,False,127327.45,9794.42,102869.5,24457.95,3270.23,0.026,0.192,4.57,7913.04,0.384,0.03,1000.0,3,0,60,REFER,78.8,Tier 2,SENIOR_REVIEW
101564,Phone Expert Services Ltd 2(1),Phone Expert Services Ltd 2(1).json,unlabelled,False,False,False,Other,5000.0,58,60,0.0,0.0,0.0,0.0,False,53553.98,4119.54,62645.23,-9091.25,11907.0,0.222,-0.17,12.65,4818.86,0.388,0.06,1000.0,3,0,60,REFER,74.3,Tier 2,DECLINE
100383,Plh Services Ltd(1),PLH Services Ltd(1).json,unlabelled,False,False,False,Other,7000.0,33,42,1.0,1.0,0.0,0.0,False,10941.6,5470.8,10938.19,3.41,0.0,0.0,0.0,10.0,5469.1,0.17,0.27,1000.0,0,0,100,APPROVE,79.1,Tier 2,APPROVE
100174,Punchard Group Ltd(1),Punchard Group Ltd(1).json,unlabelled,False,False,False,Other,10000.0,84,0,0.0,0.0,0.0,0.0,False,107938.86,107938.86,83875.08,24063.78,0.0,0.0,0.223,6.76,83875.08,0.1,0.0,12031.89,0,0,100,APPROVE,75.7,Tier 2,DECLINE
101634,R A F Chilamena Limited(1),R A F Chilamena Limited(1).json,unlabelled,False,False,False,Other,10000.0,27,75,0.0,0.0,0.0,0.0,False,98001.4,7538.57,220439.15,-122437.75,30800.0,0.314,-1.0,16.5,16956.86,0.507,0.06,1000.0,5,0,60,REFER,56.5,Tier 2,DECLINE
101696,Matches Talent Ltd(1),Matches Talent Ltd(1).json,unlabelled,False,False,False,Other,3000.0,31,49,0.0,0.0,0.0,0.0,False,137968.69,10612.98,149634.77,-11666.08,13241.49,0.096,-0.085,50.0,11510.37,1.063,-0.05,1000.0,10,0,30,DECLINE,46.7,Tier 4,DECLINE
101540,Mikaiel Limited(1),Mikaiel Limited(1).json,unlabelled,False,False,False,Other,5000.0,46,79,0.0,0.0,0.0,0.0,False,22254.91,1711.92,18833.84,3421.07,2698.28,0.121,0.154,3.64,1448.76,0.749,0.16,1000.0,7,0,30,DECLINE,78.0,Tier 3,DECLINE
100109,Msfmart Uk Ltd(1),MSFMart UK Ltd(1).json,unlabelled,False,False,False,Other,10000.0,61,81,0.0,2.0,0.0,0.0,False,1439.24,1439.24,1265.92,173.32,0.0,0.0,0.12,10.0,1265.92,0.1,0.0,1000.0,0,0,100,APPROVE,83.4,Tier 2,APPROVE
101792,Muscle Makers Gym Limited,Muscle Makers Gym Limited app 2(1).json,unlabelled,False,False,False,Other,6000.0,110,70,3.0,3.0,0.0,0.0,False,131866.82,10143.6,103119.91,28746.91,8292.48,0.063,0.218,3.53,7932.3,0.364,-0.03,1105.65,3,0,60,REFER,75.4,Tier 2,DECLINE
101792,Muscle Makers Gym Limited Data Analysis(1),Muscle Makers Gym Limited Data Analysis(1).json,unlabelled,False,False,False,Other,6000.0,110,70,3.0,3.0,0.0,0.0,False,127327.45,9794.42,102869.5,24457.95,3270.23,0.026,0.192,4.57,7913.04,0.384,0.03,1000.0,3,0,60,REFER,78.8,Tier 2,SENIOR_REVIEW
101792,Muscle Makers Gym Limited Categorized(1),Muscle Makers Gym Limited_categorized(1).json,unlabelled,False,False,False,Other,6000.0,110,70,3.0,3.0,0.0,0.0,False,127327.45,9794.42,102869.5,24457.95,3270.23,0.026,0.192,4.57,7913.04,0.384,0.03,1000.0,3,0,60,REFER,78.8,Tier 2,SENIOR_REVIEW
100149,Ivy Aesthetic Clinic Academy Ltd(1),Ivy Aesthetic Clinic Academy Ltd(1).json,unlabelled,False,False,False,Other,7000.0,47,82,0.0,1.0,2.0,2994.0,False,2453.15,1226.58,4143.49,-1690.34,200.0,0.082,-0.689,1.34,2071.74,0.106,-0.14,1000.0,3,0,100,APPROVE,49.0,Tier 3,CONDITIONAL_APPROVE
100275,Jemark Ltd(1),Jemark Ltd(1).json,unlabelled,False,False,False,Other,2000.0,136,74,0.0,0.0,0.0,0.0,False,5478.5,1826.17,2677.44,2801.06,0.0,0.0,0.511,5.07,892.48,0.879,-0.5,1000.0,8,0,30,DECLINE,60.0,Tier 4,DECLINE
101524,Lime Service Group Ltd(1),Lime Service Group Ltd(1).json,unlabelled,False,False,False,Other,10000.0,85,67,3.0,3.0,2.0,511.0,False,102533.7,7887.21,107900.57,-5366.87,14010.0,0.137,-0.052,10.11,8300.04,1.011,0.0,1000.0,10,0,30,DECLINE,55.7,Tier 4,DECLINE
100419,Lopez Plant Hire Ltd(1),Lopez Plant Hire Ltd(1).json,unlabelled,False,False,False,Other,10000.0,81,75,0.0,5.0,0.0,0.0,False,45387.94,3491.38,45236.16,151.78,0.0,0.0,0.003,50.0,3479.7,0.675,-0.03,1000.0,6,0,60,REFER,62.2,Tier 2,DECLINE
100016,Madestays Limited(1),Madestays Limited(1).json,unlabelled,False,False,False,Other,2000.0,32,65,0.0,0.0,0.0,0.0,False,442345.55,44234.56,432873.45,9472.1,0.0,0.0,0.021,50.0,43287.34,0.657,0.13,1000.0,6,0,60,REFER,72.6,Tier 2,DECLINE
101836,Madinska & Co Ltd(1),Madinska & Co Ltd(1).json,unlabelled,False,False,False,Other,2000.0,27,0,0.0,0.0,0.0,0.0,False,32294.65,8073.66,32108.78,185.87,0.0,0.0,0.006,50.0,8027.2,1.713,-0.5,1000.0,10,0,30,DECLINE,35.4,Tier 4,DECLINE
100121,Marvellous Glow Ltd(1),Marvellous Glow Ltd(1).json,unlabelled,False,False,False,Other,10000.0,122,83,2.0,3.0,0.0,0.0,False,627.57,627.57,2531.89,-1904.32,2047.5,3.263,-1.0,3.49,2531.89,0.1,0.0,1000.0,3,0,100,APPROVE,61.4,Tier 2,APPROVE
100382,Elsco Private Limited(1),Elsco Private Limited(1).json,unlabelled,False,False,False,Other,2000.0,62,76,0.0,0.0,0.0,0.0,False,1156.42,1156.42,2842.9,-1686.48,0.0,0.0,-1.0,4.93,2842.9,0.1,0.0,1000.0,3,0,100,APPROVE,58.3,Tier 2,APPROVE
101675,Gc Bike Repairs Ltd 3(1),GC Bike Repairs Ltd 3(1).json,unlabelled,False,False,False,Other,3000.0,76,83,0.0,0.0,0.0,0.0,False,448064.38,34466.49,443324.77,4739.61,33110.0,0.074,0.011,11.05,34101.91,0.492,0.14,1000.0,4,0,60,REFER,81.1,Tier 2,DECLINE
100202,Gozone Care Ltd(1),Gozone Care Ltd(1).json,unlabelled,False,False,False,Other,10000.0,297,92,0.0,0.0,0.0,0.0,False,39560.22,39560.22,19769.14,19791.08,0.0,0.0,0.5,2.26,19769.14,0.1,0.0,9895.54,0,0,100,APPROVE,91.2,Tier 2,APPROVE
101607,Hair And Beauty Palace Ventures Limited(1),Hair and Beauty Palace Ventures Limited(1).json,unlabelled,False,False,False,Other,10000.0,97,84,0.0,0.0,0.0,0.0,False,167379.38,12875.34,154442.14,12937.24,46397.98,0.277,0.077,2.75,11880.16,0.206,-0.03,1000.0,0,0,100,APPROVE,82.4,Tier 2,APPROVE
100036,Harbour Galley(1),Harbour_galley(1).json,unlabelled,False,False,False,Other,10000.0,33,62,0.0,3.0,0.0,0.0,False,322.36,322.36,4041.85,-3719.49,8793.93,10.0,-1.0,1.71,4041.85,0.1,0.0,1000.0,3,0,100,APPROVE,54.6,Tier 3,CONDITIONAL_APPROVE
101610,Allure Salon (Uk) Ltd(1),Allure Salon (UK) Ltd(1).json,unlabelled,False,False,False,Other,7000.0,48,79,0.0,0.0,0.0,0.0,False,102600.49,7892.35,101671.84,928.65,11018.26,0.107,0.009,9.61,7820.91,0.354,-0.0,1000.0,3,0,60,REFER,75.7,Tier 2,DECLINE
100394,Apollo Supermarket(1),Apollo Supermarket(1).json,paid,True,False,False,Other,10000.0,28,65,1.0,1.0,0.0,0.0,False,42162.37,7027.06,40444.45,1717.92,4499.06,0.107,0.041,6.42,6740.74,0.734,0.05,1000.0,7,0,30,DECLINE,69.4,Tier 3,DECLINE
101654,Bedew Skin Ltd(1),Bedew Skin Ltd(1).json,unlabelled,False,False,False,Other,3000.0,65,72,2.0,2.0,0.0,0.0,False,158663.1,12204.85,179162.38,-20499.28,51126.6,0.322,-0.129,3.35,13781.72,0.533,0.02,1000.0,5,0,60,REFER,67.3,Tier 2,DECLINE
100422,Dlc Lighting Ltd(1),DLC Lighting Ltd(1).json,unlabelled,False,False,False,Other,4000.0,142,71,0.0,0.0,0.0,0.0,False,104265.8,8020.45,93125.86,11139.94,16620.0,0.159,0.107,2.97,7163.53,0.453,-0.1,1000.0,4,0,60,REFER,69.1,Tier 2,DECLINE
100093,Dts Materials Ltd(1),DTS Materials Ltd(1).json,unlabelled,False,False,False,Other,6000.0,30,76,2.0,2.0,0.0,0.0,False,4579.04,2289.52,8231.32,-3652.28,0.0,0.0,-0.798,50.0,4115.66,1.149,-0.5,1000.0,10,0,30,DECLINE,37.9,Tier 4,DECLINE
100198,Gwynne And Hhyde Plumbing And Heating Ltd(1),Gwynne and HHyde Plumbing and Heating Ltd(1).json,unlabelled,False,False,False,Other,2000.0,86,85,2.0,2.0,0.0,0.0,False,73998.6,7399.86,73998.6,0.0,0.0,0.0,0.0,10.0,7399.86,0.401,-0.08,1000.0,4,0,60,REFER,70.6,Tier 2,DECLINE
101528,Noble Executive Limited P1(1),Noble Executive Limited P1(1).json,unlabelled,False,False,False,Other,10000.0,115,63,0.0,2.0,1.0,302.0,False,18090.6,9045.3,19894.33,-1803.73,0.0,0.0,-0.1,10.0,9947.17,1.414,0.5,1000.0,10,0,30,DECLINE,58.4,Tier 4,DECLINE
100183,Phoenix Group Services Ltd(1),Phoenix Group Services Ltd(1).json,unlabelled,False,False,False,Other,2000.0,106,87,0.0,1.0,2.0,659.0,False,1863.62,931.81,2260.24,-396.62,843.0,0.452,-0.213,3.12,1130.12,1.073,0.5,1000.0,10,0,30,DECLINE,61.5,Tier 4,DECLINE
101612,Michel Reynolds Agency Ltd(1),Michel-Reynolds Agency Ltd(1).json,unlabelled,False,False,False,Other,10000.0,100,76,0.0,0.0,0.0,0.0,False,61013.07,4693.31,43690.59,17322.48,10756.63,0.176,0.284,2.2,3360.81,0.483,0.03,1000.0,4,0,60,REFER,75.4,Tier 2,DECLINE
101647,King Of Steel Media Ltd(1),King of Steel Media Ltd(1).json,unlabelled,False,False,False,Other,10000.0,99,82,0.0,0.0,0.0,0.0,False,2659.48,1329.74,2760.02,-100.54,0.0,0.0,-0.038,50.0,1380.01,1.142,-0.5,1000.0,10,0,30,DECLINE,54.5,Tier 4,DECLINE
100158,Ylk Group Ltd(1),YLK GROUP LTD(1).json,unlabelled,False,False,False,Other,2000.0,52,78,2.0,8.0,0.0,0.0,False,4569.13,1523.04,4929.86,-360.73,0.0,0.0,-0.079,10.0,1643.29,0.699,-0.5,1000.0,6,0,60,REFER,61.5,Tier 2,DECLINE
101600,Stockport Jungle Ltd(1),Stockport Jungle Ltd(1).json,unlabelled,False,False,False,Other,10000.0,49,72,1.0,3.0,0.0,0.0,False,433726.96,33363.61,136909.32,296817.64,10538.61,0.024,0.684,1.44,10531.49,0.294,0.02,11416.06,0,0,100,APPROVE,82.0,Tier 2,APPROVE
100387,The Boot Country Pub Ltd(1),The Boot Country Pub Ltd(1).json,unlabelled,False,False,False,Other,6000.0,29,0,0.0,0.0,0.0,0.0,False,91887.89,11485.99,125010.96,-33123.07,37413.74,0.407,-0.36,26.31,15626.37,0.515,0.18,1000.0,5,0,60,REFER,53.3,Tier 4,DECLINE
100402,The Coven Ltd(1),The Coven Ltd(1).json,unlabelled,False,False,False,Other,10000.0,68,79,2.0,3.0,2.0,1404.0,False,126838.9,9756.84,127769.28,-930.38,172.19,0.001,-0.007,31.52,9828.41,0.363,-0.13,1000.0,3,0,60,REFER,70.6,Tier 2,DECLINE
101587,Thor Ltd(1),Thor Ltd(1).json,unlabelled,False,False,False,Other,3000.0,27,48,0.0,0.0,0.0,0.0,False,74257.47,7425.75,91360.84,-17103.37,27925.0,0.376,-0.23,6.57,9136.08,2.0,-0.5,1000.0,10,0,30,DECLINE,32.0,Tier 4,DECLINE
101498,Uteachmi Ltd,Uteachmi Ltd Transaction Report(1).json,unlabelled,False,False,False,Other,10000.0,66,54,0.0,0.0,1.0,284.0,False,209349.96,16103.84,186922.31,22427.65,10780.0,0.051,0.107,12.22,14378.64,0.794,0.25,1000.0,7,0,30,DECLINE,68.3,Tier 3,DECLINE
